country,Crop Type,Season,Yield Percentage,Year,Water Levels,Temperature
Nauru,Apples,Fall,11.42,2020,49.38,15.99
Luxembourg,Wheat,Rainy Season,60.56,2021,14.66,80.85
Haiti,Sugar Cane,Winter,76.71,2021,47.47,53.37
Nicaragua,Apples,Spring,69.01,2021,24.01,66.18
Solomon Islands,Wheat,Rainy Season,69.68,2021,60.1,71.49
Turkmenistan,Sugar Cane,Summer,39.16,2021,29.68,11.86
Tanzania,Sugar Cane,Winter,33.46,2020,14.14,21.65
Iceland,Paddy,Fall,72.16,2021,62.65,69.41
Trinidad and Tobago,Apples,Summer,70.42,2020,88.08,41.97
The Bahamas,Maze,Rainy Season,14.51,2021,56.47,13.72
Poland,Paddy,Winter,51.28,2021,33.02,10.78
Suriname,Wheat,Spring,84.21,2021,40.32,82.84
Guyana,Apples,Spring,53.93,2022,48.19,74.24
Malaysia,Wheat,Rainy Season,57.39,2021,46.39,20.65
Georgia,Maze,Spring,22.03,2022,79.54,92.28
Brazil,Cotton,Fall,12.69,2020,88.36,28.35
Central African Republic,Paddy,Spring,69.76,2022,89.45,35.49
Dominica,Apples,Rainy Season,17.19,2021,73.93,45.0
Niger,Sugar Cane,Rainy Season,52.61,2020,34.37,87.49
East Timor (Timor-Leste),Apples,Fall,34.19,2022,72.99,60.87
Mongolia,Cotton,Summer,24.1,2021,11.37,76.52
Estonia,Wheat,Rainy Season,81.74,2021,23.18,79.78
"Korea, South",Sugar Cane,Spring,29.12,2021,78.3,72.47
Albania,Paddy,Spring,41.66,2020,71.59,21.5
Sierra Leone,Plam Oil,Winter,23.41,2022,46.45,34.13
Colombia,Apples,Spring,57.84,2021,52.41,11.49
Guinea-Bissau,Apples,Winter,11.95,2020,32.21,46.59
Saint Kitts and Nevis,Plam Oil,Winter,72.97,2022,66.89,55.03
Tuvalu,Apples,Rainy Season,14.49,2022,47.96,47.45
India,Plam Oil,Fall,50.65,2020,36.86,20.94
Rwanda,Sugar Cane,Fall,43.99,2022,32.82,50.91
Equatorial Guinea,Plam Oil,Winter,51.34,2022,90.99,85.22
Italy,Maze,Fall,73.57,2020,39.2,85.53
Andorra,Wheat,Summer,70.4,2020,79.44,78.42
Lesotho,Plam Oil,Summer,72.7,2021,27.95,43.34
"Korea, South",Cotton,Winter,92.45,2021,86.82,63.84
Australia,Wheat,Spring,88.7,2022,32.62,81.53
Niger,Sugar Cane,Spring,54.7,2020,77.15,50.71
Mali,Sugar Cane,Spring,88.97,2021,52.47,77.87
East Timor (Timor-Leste),Plam Oil,Spring,33.33,2020,54.27,53.33
Iran,Paddy,Spring,78.02,2022,70.02,22.56
Guyana,Apples,Rainy Season,28.73,2022,89.59,76.12
Iran,Wheat,Summer,14.39,2022,57.2,58.71
Chad,Cotton,Rainy Season,77.98,2021,33.36,31.83
Tuvalu,Sugar Cane,Fall,69.98,2022,15.43,60.43
Belarus,Sugar Cane,Rainy Season,32.27,2021,68.25,14.39
Belize,Wheat,Spring,16.72,2021,14.04,43.13
Bangladesh,Paddy,Summer,21.23,2022,57.08,75.73
Bangladesh,Paddy,Rainy Season,47.3,2022,26.11,36.17
Kosovo,Maze,Winter,16.44,2020,56.37,26.11
Nepal,Sugar Cane,Rainy Season,77.03,2021,54.85,64.39
Tunisia,Paddy,Summer,69.66,2022,90.25,58.95
Djibouti,Plam Oil,Summer,24.7,2022,88.59,90.34
Samoa,Cotton,Summer,77.35,2022,84.07,58.2
Estonia,Maze,Winter,56.07,2021,24.08,68.89
Moldova,Plam Oil,Summer,35.13,2020,74.1,66.46
Guinea,Paddy,Summer,76.78,2021,35.0,61.05
Eritrea,Paddy,Winter,59.46,2021,32.59,59.25
United States,Paddy,Spring,67.75,2020,34.93,40.03
Norway,Sugar Cane,Fall,75.96,2021,86.69,87.24
Romania,Plam Oil,Fall,54.02,2020,60.58,17.4
"Micronesia, Federated States of",Apples,Rainy Season,65.87,2021,27.85,19.32
Azerbaijan,Paddy,Winter,85.35,2020,53.16,50.71
Brazil,Apples,Summer,76.62,2021,37.94,55.35
Lebanon,Sugar Cane,Spring,69.58,2020,51.26,31.13
Lithuania,Wheat,Fall,54.57,2022,92.27,61.19
Azerbaijan,Maze,Rainy Season,73.32,2022,48.16,89.07
Kuwait,Wheat,Rainy Season,80.78,2020,15.61,54.58
Nigeria,Cotton,Fall,16.09,2020,68.56,31.57
San Marino,Apples,Fall,60.26,2021,31.13,64.6
Equatorial Guinea,Sugar Cane,Fall,38.88,2022,77.84,22.91
East Timor (Timor-Leste),Sugar Cane,Fall,53.47,2021,87.33,77.97
Guyana,Paddy,Rainy Season,15.87,2022,66.76,57.85
Somalia,Paddy,Winter,43.64,2022,89.98,20.78
Kuwait,Wheat,Spring,36.11,2021,21.04,55.37
Dominica,Wheat,Spring,92.31,2021,13.22,83.62
Afghanistan,Cotton,Spring,61.86,2021,44.69,15.18
Greece,Maze,Spring,11.55,2022,48.13,79.79
Algeria,Wheat,Fall,88.37,2021,22.69,75.81
Georgia,Wheat,Summer,65.84,2020,57.39,55.81
Chile,Sugar Cane,Spring,25.62,2021,66.82,55.08
Belgium,Paddy,Summer,48.21,2022,78.02,46.41
"Congo, Democratic Republic of the",Wheat,Rainy Season,92.79,2020,51.96,23.84
Mongolia,Plam Oil,Summer,86.14,2020,18.67,13.32
Eswatini,Sugar Cane,Fall,25.76,2021,31.88,30.49
Dominican Republic,Sugar Cane,Winter,24.44,2020,44.94,26.47
"Micronesia, Federated States of",Cotton,Winter,51.1,2021,61.6,87.08
Suriname,Sugar Cane,Summer,82.43,2022,54.6,61.78
Cuba,Paddy,Winter,70.7,2020,93.05,59.87
Bulgaria,Cotton,Summer,35.69,2021,31.08,45.81
Oman,Cotton,Rainy Season,59.37,2022,17.74,42.96
Poland,Cotton,Fall,78.03,2021,78.62,46.66
Djibouti,Maze,Rainy Season,40.39,2022,86.16,84.3
Sri Lanka,Sugar Cane,Rainy Season,54.24,2022,85.43,48.73
Ghana,Wheat,Spring,43.5,2021,49.68,70.8
Netherlands,Apples,Fall,20.92,2022,57.51,88.91
Moldova,Maze,Spring,74.27,2021,33.86,30.6
Vanuatu,Wheat,Fall,24.18,2021,11.83,64.74
Egypt,Maze,Spring,12.98,2022,62.45,68.08
Armenia,Paddy,Summer,52.53,2021,12.24,34.59
France,Paddy,Fall,53.98,2021,81.94,49.28
Monaco,Plam Oil,Spring,92.53,2021,44.09,28.86
Kuwait,Sugar Cane,Summer,75.99,2021,35.29,35.87
Taiwan,Maze,Spring,20.96,2020,67.98,10.38
Dominican Republic,Cotton,Spring,76.73,2022,91.86,34.1
Liechtenstein,Apples,Spring,51.67,2021,31.68,87.45
Germany,Paddy,Winter,80.9,2022,32.67,49.18
Poland,Sugar Cane,Summer,62.24,2022,57.23,44.1
Qatar,Cotton,Rainy Season,76.12,2020,38.48,76.96
Lebanon,Apples,Rainy Season,48.15,2020,69.53,54.13
Nepal,Sugar Cane,Spring,44.68,2022,90.39,64.66
Mauritius,Plam Oil,Fall,43.78,2022,92.07,21.36
Honduras,Wheat,Summer,38.91,2021,75.2,84.23
Dominican Republic,Cotton,Winter,58.25,2022,29.42,42.8
United States,Apples,Summer,40.28,2022,75.9,13.03
Mauritius,Apples,Winter,84.77,2020,18.71,66.69
Algeria,Paddy,Fall,52.54,2022,45.59,18.41
Israel,Cotton,Summer,50.61,2022,50.41,84.94
Mauritania,Plam Oil,Fall,43.68,2020,19.1,89.91
Vietnam,Sugar Cane,Winter,67.45,2021,86.33,34.72
Sudan,Plam Oil,Summer,80.02,2021,23.66,23.27
Romania,Wheat,Spring,47.87,2021,32.8,65.76
Cabo Verde,Plam Oil,Spring,64.58,2021,65.19,18.93
Ecuador,Paddy,Winter,47.84,2022,15.09,85.46
Honduras,Sugar Cane,Winter,13.22,2020,27.34,45.14
Palau,Plam Oil,Rainy Season,80.16,2022,16.52,48.28
Albania,Maze,Winter,37.66,2021,72.72,43.75
Samoa,Apples,Fall,71.1,2021,37.3,65.8
Tonga,Sugar Cane,Winter,56.16,2020,70.73,89.14
France,Apples,Winter,48.16,2021,33.98,49.73
Oman,Cotton,Rainy Season,19.55,2020,42.08,31.02
Tuvalu,Maze,Winter,68.83,2020,87.56,29.8
France,Maze,Summer,25.32,2020,72.96,20.08
Azerbaijan,Apples,Winter,55.19,2021,65.77,68.36
Vietnam,Sugar Cane,Spring,67.04,2022,11.4,12.74
Azerbaijan,Maze,Fall,42.86,2020,86.76,80.41
"Sudan, South",Wheat,Fall,60.44,2022,57.85,79.48
Croatia,Maze,Rainy Season,75.48,2022,65.02,62.22
Kyrgyzstan,Sugar Cane,Winter,12.51,2022,58.22,69.85
Belarus,Paddy,Winter,27.33,2021,29.91,25.05
Kosovo,Apples,Winter,55.54,2021,86.67,79.77
"Korea, South",Cotton,Rainy Season,76.92,2020,76.5,29.4
Colombia,Sugar Cane,Summer,51.97,2021,79.97,47.49
Pakistan,Paddy,Winter,72.23,2020,15.31,92.72
Syria,Wheat,Rainy Season,38.2,2020,18.29,45.41
United States,Paddy,Summer,58.79,2022,55.39,53.16
Côte d’Ivoire,Plam Oil,Spring,45.52,2020,87.68,63.71
Honduras,Plam Oil,Winter,77.35,2022,28.97,29.98
Zimbabwe,Wheat,Rainy Season,65.27,2020,47.3,37.36
Libya,Cotton,Summer,58.26,2020,63.53,20.64
East Timor (Timor-Leste),Cotton,Rainy Season,90.22,2022,40.57,62.81
Lebanon,Cotton,Fall,69.4,2022,63.04,13.32
Slovakia,Wheat,Summer,43.2,2021,59.3,46.91
Oman,Maze,Winter,89.42,2021,20.22,15.01
"Korea, South",Paddy,Rainy Season,14.23,2020,77.97,36.38
Mexico,Apples,Winter,71.88,2021,89.21,72.28
Thailand,Plam Oil,Spring,23.81,2020,51.81,43.53
Vatican City,Cotton,Rainy Season,18.83,2021,41.94,25.84
Haiti,Maze,Rainy Season,17.74,2022,87.55,70.43
Saint Kitts and Nevis,Apples,Rainy Season,53.4,2022,32.28,45.01
Philippines,Wheat,Winter,62.94,2020,53.65,25.91
Jordan,Wheat,Spring,29.51,2020,36.86,16.71
"Sudan, South",Maze,Rainy Season,36.87,2021,22.69,51.92
Spain,Apples,Summer,72.22,2022,29.06,69.67
Benin,Cotton,Spring,86.95,2021,30.83,62.48
Cambodia,Wheat,Winter,46.75,2022,36.53,50.15
Czech Republic,Cotton,Fall,27.93,2022,21.56,27.17
Iran,Sugar Cane,Winter,79.79,2020,68.49,34.46
Maldives,Sugar Cane,Summer,36.37,2022,48.78,30.45
Antigua and Barbuda,Maze,Summer,88.18,2021,56.6,20.63
Albania,Paddy,Winter,65.03,2020,85.98,35.48
Cuba,Plam Oil,Spring,68.66,2021,72.75,65.59
Cambodia,Paddy,Summer,69.65,2020,34.54,80.1
Argentina,Wheat,Fall,91.54,2020,20.01,64.72
Kenya,Plam Oil,Winter,93.19,2020,17.03,68.73
Jordan,Sugar Cane,Winter,69.95,2022,47.14,86.83
Guyana,Plam Oil,Winter,45.08,2021,69.15,22.59
East Timor (Timor-Leste),Apples,Spring,17.21,2022,35.47,71.53
South Africa,Apples,Fall,47.34,2022,90.08,78.46
Egypt,Wheat,Fall,13.71,2022,30.82,82.08
Japan,Wheat,Winter,76.75,2022,90.78,66.42
Norway,Maze,Spring,38.63,2020,72.88,15.51
Haiti,Plam Oil,Rainy Season,91.55,2022,83.53,12.1
Cuba,Maze,Fall,41.0,2021,73.22,17.7
"Korea, North",Plam Oil,Winter,71.03,2022,64.53,46.81
Haiti,Wheat,Rainy Season,69.26,2021,76.64,40.68
Kyrgyzstan,Cotton,Summer,14.38,2021,30.09,90.3
United Arab Emirates,Paddy,Spring,51.77,2020,58.64,33.44
Argentina,Plam Oil,Fall,55.74,2022,88.09,14.32
Suriname,Sugar Cane,Winter,48.39,2022,33.94,59.23
Israel,Plam Oil,Rainy Season,45.89,2022,28.75,48.69
"Sudan, South",Sugar Cane,Fall,57.03,2021,21.22,61.62
Latvia,Cotton,Winter,93.1,2020,18.68,12.33
Cameroon,Wheat,Spring,34.7,2022,24.73,49.43
Mongolia,Plam Oil,Spring,53.17,2020,45.85,46.18
United Arab Emirates,Sugar Cane,Fall,56.37,2020,20.12,85.12
Guatemala,Apples,Fall,45.47,2022,88.5,17.86
Zambia,Sugar Cane,Summer,81.52,2022,38.31,45.68
Hungary,Sugar Cane,Winter,62.5,2021,90.44,64.88
Ukraine,Paddy,Fall,64.73,2021,55.22,48.02
Somalia,Paddy,Spring,84.03,2021,86.68,70.89
Argentina,Sugar Cane,Winter,33.04,2022,27.14,69.69
Gabon,Maze,Summer,60.26,2021,31.67,90.27
Afghanistan,Sugar Cane,Spring,68.28,2020,45.87,78.66
Tuvalu,Cotton,Spring,26.75,2021,14.39,57.1
Cameroon,Paddy,Winter,66.45,2022,47.42,14.9
Botswana,Sugar Cane,Winter,56.4,2020,15.25,17.18
Saint Vincent and the Grenadines,Plam Oil,Winter,34.33,2022,37.33,13.15
Kosovo,Cotton,Winter,78.46,2022,79.83,37.22
Netherlands,Wheat,Summer,27.62,2021,23.17,15.05
Bosnia and Herzegovina,Sugar Cane,Winter,32.75,2020,36.04,45.47
Vietnam,Plam Oil,Winter,74.63,2020,63.68,10.21
Austria,Apples,Summer,48.37,2022,79.89,21.44
Australia,Cotton,Rainy Season,25.41,2021,71.55,54.44
Zimbabwe,Sugar Cane,Fall,82.92,2021,75.77,24.75
Central African Republic,Apples,Spring,29.34,2020,73.45,60.46
Tunisia,Plam Oil,Fall,61.65,2022,31.34,39.78
Iran,Plam Oil,Winter,14.78,2021,33.98,64.82
Lithuania,Apples,Winter,52.84,2022,87.19,77.66
Mexico,Wheat,Summer,36.45,2022,26.01,66.93
Sierra Leone,Cotton,Rainy Season,73.49,2022,92.24,15.06
Eritrea,Maze,Fall,23.85,2020,44.69,46.12
Myanmar (Burma),Apples,Winter,35.56,2021,84.53,72.16
Albania,Paddy,Spring,51.6,2020,16.4,81.3
Cuba,Wheat,Fall,48.61,2022,42.78,76.71
Vatican City,Maze,Rainy Season,17.73,2022,58.45,89.28
New Zealand,Paddy,Rainy Season,83.81,2020,46.61,77.08
Costa Rica,Cotton,Winter,21.32,2021,46.34,40.53
Chile,Cotton,Fall,20.29,2020,56.87,48.37
Madagascar,Sugar Cane,Summer,91.05,2020,55.64,61.33
Palau,Apples,Summer,30.41,2022,25.38,90.1
Argentina,Wheat,Winter,33.24,2022,17.55,88.79
Mexico,Apples,Fall,59.4,2021,70.02,70.05
Argentina,Sugar Cane,Winter,61.47,2020,64.66,35.99
Guinea,Maze,Summer,69.8,2020,87.87,86.3
Senegal,Sugar Cane,Winter,34.53,2022,79.68,64.15
Malaysia,Maze,Rainy Season,72.73,2021,54.87,86.06
Guyana,Plam Oil,Winter,11.21,2020,22.38,36.92
Zimbabwe,Apples,Spring,71.63,2022,93.19,54.86
Uruguay,Wheat,Summer,48.92,2020,15.89,67.79
China,Paddy,Summer,17.91,2022,24.28,28.83
Uruguay,Cotton,Fall,29.9,2020,64.2,21.23
Liberia,Apples,Winter,43.85,2021,74.25,22.14
Croatia,Maze,Summer,18.15,2020,55.66,73.46
Mexico,Wheat,Rainy Season,27.8,2021,69.06,32.84
Greece,Apples,Winter,80.78,2020,51.0,43.47
Nepal,Wheat,Summer,55.24,2021,91.55,12.52
Cuba,Paddy,Fall,29.84,2021,18.52,14.94
Cambodia,Cotton,Spring,60.09,2020,31.26,17.37
Hungary,Apples,Rainy Season,34.5,2022,55.22,27.31
Liechtenstein,Paddy,Spring,62.27,2020,73.59,32.34
Sweden,Apples,Fall,35.01,2022,34.26,21.94
Belgium,Wheat,Rainy Season,37.29,2021,52.66,66.66
Germany,Apples,Summer,70.99,2022,63.02,82.31
Trinidad and Tobago,Paddy,Winter,12.84,2021,37.84,31.95
Eswatini,Sugar Cane,Summer,11.14,2020,65.37,28.04
China,Sugar Cane,Spring,63.9,2022,38.2,18.44
Israel,Apples,Winter,71.62,2022,45.63,52.15
San Marino,Paddy,Winter,45.79,2022,70.38,91.93
Ecuador,Cotton,Rainy Season,22.17,2021,16.31,11.43
Guinea,Apples,Fall,76.01,2022,62.62,56.2
Guatemala,Paddy,Winter,61.09,2020,84.79,65.21
"Sudan, South",Sugar Cane,Summer,31.89,2020,87.53,57.45
Kiribati,Wheat,Summer,44.01,2022,32.86,86.97
"Micronesia, Federated States of",Paddy,Summer,50.03,2021,81.81,44.28
New Zealand,Plam Oil,Spring,20.24,2022,28.98,61.53
Argentina,Paddy,Spring,23.56,2021,67.3,84.45
Italy,Apples,Winter,70.86,2021,31.3,50.48
Cuba,Cotton,Fall,78.46,2022,84.6,84.79
Equatorial Guinea,Cotton,Summer,51.65,2022,62.94,70.81
Namibia,Cotton,Rainy Season,93.03,2020,43.37,87.07
Croatia,Wheat,Fall,52.83,2021,69.37,74.75
Burundi,Sugar Cane,Rainy Season,11.08,2021,25.68,62.59
United Kingdom,Paddy,Spring,66.31,2020,81.71,82.72
Grenada,Paddy,Fall,75.56,2020,33.25,59.34
Nepal,Paddy,Rainy Season,67.45,2021,87.74,41.43
Djibouti,Plam Oil,Summer,28.51,2020,25.78,55.49
Laos,Apples,Fall,91.31,2020,28.05,82.84
Malawi,Paddy,Spring,25.48,2020,38.55,46.09
Equatorial Guinea,Sugar Cane,Rainy Season,37.87,2020,29.31,43.82
Saudi Arabia,Wheat,Summer,49.17,2022,27.74,44.03
United Arab Emirates,Plam Oil,Summer,46.45,2020,25.17,77.3
Taiwan,Plam Oil,Spring,32.84,2020,88.45,64.98
Dominican Republic,Paddy,Winter,77.72,2020,69.65,84.54
Taiwan,Paddy,Summer,31.44,2020,23.91,54.67
Tonga,Plam Oil,Winter,26.3,2020,76.03,22.37
The Bahamas,Paddy,Rainy Season,85.28,2020,55.5,89.33
South Africa,Plam Oil,Fall,36.32,2020,88.76,75.34
Ethiopia,Maze,Summer,69.3,2021,20.68,92.48
Morocco,Sugar Cane,Fall,55.02,2022,70.56,49.66
Netherlands,Apples,Fall,49.3,2022,25.82,75.15
The Bahamas,Plam Oil,Fall,29.89,2022,43.38,71.69
Ecuador,Sugar Cane,Fall,80.89,2020,74.02,52.49
Venezuela,Sugar Cane,Summer,22.69,2020,62.79,30.8
Mexico,Sugar Cane,Rainy Season,78.5,2020,76.91,13.61
Namibia,Cotton,Summer,74.48,2021,11.72,77.13
Denmark,Wheat,Fall,42.41,2020,82.75,60.71
Somalia,Plam Oil,Fall,48.02,2021,72.01,23.12
Belarus,Cotton,Spring,19.04,2022,88.21,41.61
Benin,Paddy,Rainy Season,16.89,2022,64.39,77.53
Malaysia,Apples,Rainy Season,55.46,2020,78.6,17.44
Sierra Leone,Sugar Cane,Spring,60.67,2021,22.72,48.5
United States,Paddy,Fall,62.58,2020,47.24,15.78
Syria,Paddy,Rainy Season,57.76,2020,46.66,80.68
Trinidad and Tobago,Apples,Winter,46.13,2021,24.54,45.69
China,Sugar Cane,Fall,29.86,2022,41.51,20.54
Papua New Guinea,Apples,Winter,67.87,2022,42.43,22.66
Saint Vincent and the Grenadines,Sugar Cane,Winter,72.4,2020,39.95,46.51
Djibouti,Plam Oil,Summer,80.35,2020,63.83,76.64
Canada,Wheat,Rainy Season,72.68,2020,38.7,55.42
Austria,Wheat,Rainy Season,79.71,2020,15.9,16.53
San Marino,Cotton,Summer,53.82,2020,34.25,62.16
Finland,Paddy,Fall,25.29,2022,48.14,22.69
Georgia,Plam Oil,Fall,92.46,2021,87.88,36.38
Israel,Plam Oil,Winter,29.48,2021,24.01,76.67
Qatar,Maze,Rainy Season,73.81,2022,58.55,30.63
Pakistan,Wheat,Winter,43.73,2022,54.57,31.11
Germany,Plam Oil,Fall,83.25,2020,91.69,91.67
Slovenia,Sugar Cane,Winter,61.94,2020,12.84,62.76
Sao Tome and Principe,Cotton,Spring,19.35,2022,18.69,80.14
Côte d’Ivoire,Maze,Spring,25.49,2020,43.07,39.86
Iceland,Apples,Rainy Season,62.93,2021,52.53,40.09
Nauru,Apples,Winter,79.16,2022,43.85,76.48
Nepal,Wheat,Fall,81.21,2020,48.49,34.5
Ecuador,Maze,Rainy Season,63.62,2022,19.73,30.73
Latvia,Apples,Winter,65.71,2022,83.42,29.7
Trinidad and Tobago,Wheat,Fall,78.17,2021,68.99,72.45
Côte d’Ivoire,Cotton,Fall,77.11,2022,23.13,85.44
Samoa,Maze,Spring,55.63,2020,92.58,40.88
Turkey,Apples,Fall,67.67,2021,60.38,85.9
Belarus,Paddy,Summer,43.93,2022,12.11,83.55
Belize,Apples,Winter,17.54,2021,42.72,86.59
Colombia,Wheat,Spring,71.95,2020,64.59,27.51
Cambodia,Plam Oil,Fall,15.72,2020,77.02,74.04
Kiribati,Sugar Cane,Summer,88.32,2022,35.04,58.79
Equatorial Guinea,Sugar Cane,Winter,26.01,2021,35.05,91.42
Iraq,Wheat,Spring,12.72,2020,17.35,17.68
Tonga,Paddy,Fall,48.88,2021,53.89,57.92
Somalia,Paddy,Fall,34.24,2020,43.41,69.76
San Marino,Cotton,Winter,18.33,2021,34.33,80.89
Zambia,Apples,Winter,19.0,2022,43.18,75.66
Guinea-Bissau,Plam Oil,Spring,20.8,2022,38.28,57.7
Japan,Wheat,Winter,75.38,2021,91.02,19.54
Saint Kitts and Nevis,Wheat,Spring,90.0,2020,55.84,47.44
Albania,Paddy,Rainy Season,33.32,2020,18.24,80.77
Nigeria,Apples,Spring,90.92,2021,51.13,79.34
Belize,Sugar Cane,Summer,19.88,2021,73.79,40.23
Honduras,Wheat,Spring,38.89,2020,69.5,45.72
Slovenia,Apples,Fall,57.44,2020,57.63,86.44
Iran,Plam Oil,Rainy Season,64.85,2021,88.07,45.7
Australia,Cotton,Rainy Season,26.53,2020,57.99,12.57
Equatorial Guinea,Wheat,Winter,54.35,2022,51.1,21.49
Guinea,Plam Oil,Spring,65.08,2021,34.03,76.37
Serbia,Apples,Fall,72.1,2021,55.84,15.27
Guinea-Bissau,Sugar Cane,Winter,90.89,2021,82.84,90.29
Paraguay,Cotton,Fall,27.34,2021,21.95,26.2
Guyana,Paddy,Spring,18.73,2022,51.96,41.9
Mongolia,Maze,Spring,30.15,2021,60.29,55.79
Kosovo,Maze,Fall,22.29,2022,30.49,26.44
United States,Plam Oil,Rainy Season,21.93,2022,11.04,57.19
Guatemala,Wheat,Winter,78.5,2022,92.51,68.94
Paraguay,Cotton,Spring,26.17,2022,50.47,42.55
Togo,Apples,Summer,59.49,2020,31.51,53.64
Turkmenistan,Apples,Fall,53.99,2022,84.15,86.04
Vietnam,Apples,Spring,37.05,2021,44.72,87.08
United States,Plam Oil,Summer,22.43,2020,61.61,47.04
Seychelles,Wheat,Summer,30.76,2021,51.73,54.81
Trinidad and Tobago,Apples,Rainy Season,61.76,2021,72.6,82.73
Israel,Wheat,Rainy Season,45.15,2022,40.46,30.66
Bhutan,Sugar Cane,Summer,45.65,2022,33.18,63.51
Moldova,Cotton,Fall,58.74,2022,10.24,26.37
Iran,Plam Oil,Spring,68.87,2022,60.88,31.64
Netherlands,Apples,Fall,77.1,2021,58.56,67.0
Hungary,Maze,Summer,37.77,2022,67.89,32.24
Libya,Cotton,Rainy Season,88.95,2022,40.14,54.13
France,Cotton,Winter,14.57,2020,19.87,73.46
Vanuatu,Cotton,Rainy Season,45.55,2022,37.25,18.38
Benin,Apples,Summer,86.14,2020,80.96,11.82
Paraguay,Apples,Rainy Season,36.69,2021,11.27,42.43
Iran,Plam Oil,Fall,54.15,2020,72.05,36.79
Nicaragua,Paddy,Rainy Season,67.88,2021,46.21,42.14
Oman,Cotton,Spring,60.44,2021,38.47,57.84
Uganda,Cotton,Winter,10.39,2020,48.85,15.78
Slovakia,Plam Oil,Summer,16.99,2020,55.76,57.81
Barbados,Apples,Rainy Season,55.83,2022,64.8,28.02
Burkina Faso,Apples,Rainy Season,44.67,2022,76.84,33.19
India,Wheat,Fall,20.77,2022,67.34,32.73
Kenya,Cotton,Fall,84.6,2020,14.51,61.37
Latvia,Sugar Cane,Rainy Season,35.81,2020,20.79,78.69
Rwanda,Maze,Summer,19.67,2020,74.76,78.86
Haiti,Cotton,Fall,38.24,2020,19.43,75.96
Lesotho,Apples,Spring,46.99,2021,17.36,57.32
Djibouti,Maze,Winter,12.4,2020,43.99,18.24
Maldives,Cotton,Fall,63.4,2022,82.63,11.48
South Africa,Wheat,Summer,27.19,2021,41.42,92.18
Lithuania,Sugar Cane,Summer,46.1,2021,42.29,65.12
Kosovo,Paddy,Summer,81.51,2022,63.85,24.01
Lithuania,Maze,Summer,78.5,2020,12.61,25.43
"Congo, Democratic Republic of the",Cotton,Summer,34.62,2021,68.78,71.59
Argentina,Plam Oil,Spring,52.78,2021,89.7,10.6
Sierra Leone,Sugar Cane,Winter,77.06,2021,43.99,24.93
Germany,Maze,Winter,21.6,2020,23.7,70.59
Belize,Paddy,Rainy Season,52.52,2021,58.88,33.77
Norway,Cotton,Summer,37.02,2022,25.28,24.4
North Macedonia,Paddy,Winter,42.88,2021,26.42,78.87
Solomon Islands,Cotton,Rainy Season,61.34,2021,78.44,62.06
Iraq,Sugar Cane,Rainy Season,51.85,2020,78.12,65.94
Andorra,Apples,Fall,20.84,2020,91.45,82.46
Lithuania,Wheat,Rainy Season,11.33,2020,78.02,52.97
Guatemala,Cotton,Winter,80.24,2022,44.61,48.25
Ethiopia,Plam Oil,Rainy Season,61.89,2022,42.57,20.98
Russia,Maze,Spring,16.16,2020,85.13,55.2
Malawi,Cotton,Spring,30.08,2022,74.02,87.49
Poland,Sugar Cane,Fall,50.92,2020,61.01,32.25
Estonia,Paddy,Spring,53.22,2021,64.46,38.02
"Micronesia, Federated States of",Sugar Cane,Spring,77.49,2022,73.96,56.47
Cambodia,Wheat,Rainy Season,41.35,2020,61.53,74.78
Ireland,Wheat,Rainy Season,68.26,2020,42.45,22.01
Angola,Sugar Cane,Winter,14.44,2020,43.67,14.18
Gabon,Paddy,Winter,23.92,2020,72.49,14.4
Dominica,Maze,Rainy Season,88.2,2022,90.93,88.28
Cyprus,Cotton,Spring,64.38,2020,68.56,32.11
Australia,Cotton,Spring,20.47,2020,47.24,63.48
Namibia,Plam Oil,Fall,27.64,2020,63.99,85.58
Djibouti,Plam Oil,Winter,87.1,2022,84.0,39.72
Sudan,Paddy,Rainy Season,62.93,2021,60.72,40.67
United States,Maze,Rainy Season,43.59,2021,41.59,59.97
Saudi Arabia,Maze,Winter,17.14,2020,92.76,48.06
Portugal,Paddy,Fall,72.74,2020,62.14,28.64
Zimbabwe,Maze,Spring,17.31,2021,85.74,37.95
Egypt,Maze,Fall,75.01,2020,66.14,84.47
Nigeria,Wheat,Summer,80.1,2022,32.68,41.0
Guyana,Sugar Cane,Winter,44.36,2021,68.34,58.27
Iceland,Plam Oil,Summer,71.98,2020,67.14,10.86
Indonesia,Wheat,Winter,33.24,2022,75.22,22.85
Kyrgyzstan,Wheat,Rainy Season,37.36,2020,70.86,75.99
Brunei,Apples,Spring,86.49,2020,15.96,54.95
Kuwait,Cotton,Winter,70.0,2022,57.46,20.15
Croatia,Wheat,Spring,46.2,2020,83.81,28.38
Montenegro,Paddy,Fall,25.15,2020,87.43,78.5
Gabon,Plam Oil,Fall,84.53,2020,60.59,57.92
Liechtenstein,Paddy,Fall,42.12,2021,51.22,76.94
Georgia,Plam Oil,Spring,20.44,2022,17.25,32.23
"Congo, Republic of the",Paddy,Fall,34.71,2020,11.77,14.13
Mongolia,Maze,Rainy Season,45.95,2020,19.4,51.28
Finland,Apples,Winter,19.73,2022,27.07,89.57
Lebanon,Apples,Spring,56.06,2021,83.45,54.67
Japan,Maze,Rainy Season,29.66,2020,55.89,49.18
Malaysia,Maze,Winter,12.98,2022,54.37,37.2
Lithuania,Maze,Summer,64.12,2021,22.57,73.9
